"Time","Atmospheric","Diffraction","horizonAngle","distance"
365,399.9178761690069,47.71431726670302,0.03484432063027297,2.6999403882622086e6
364,382.5500836086379,47.69184837860605,0.09774635904500222,2.6929650752217504e6
363,365.7692232082676,47.66932143408772,0.16081170565540176,2.685989829269618e6
362,349.5675087101939,47.64673616078814,0.22404163156769413,2.6790146593487696e6
361,333.93701983279885,47.624092284529794,0.2874374208858196,2.672039574473552e6
360,318.86969939681995,47.60138952930292,0.3510003708749522,2.6650645837306245e6
359,304.35735038588547,47.57862761725092,0.41473179212727956,2.658089696279894e6
358,290.391632939575,47.55580626865546,0.4786330087305463,2.651114921355463e6
357,276.96406127748907,47.53292520192165,0.5427053584387226,2.644140268266598e6
356,264.06600055242234,47.50998413356296,0.6069501928456629,2.6371657463987074e6
355,251.68866363105224,47.486982778186075,0.6713688775609963,2.630191365214333e6
354,239.82310780022777,47.46392084847561,0.7359627923887302,2.6232171342541673e6
353,228.46023139697581,47.44079805517876,0.8007333315087599,2.616243063138073e6
352,217.59077036041575,47.41761410708968,0.8656819036607597,2.6092691615661313e6
351,207.2052947035031,47.39436871103397,0.9308099323311133,2.6022954393196935e6
350,197.29420490265434,47.3710615718528,0.9961188559425403,2.5953219062624625e6
349,187.84772820314197,47.34769239238708,1.0616101280466776,2.5883485723415827e6
348,178.85591483816907,47.32426087346143,1.1272852175193941,2.5813754475887483e6
347,170.30863415936085,47.30076671386805,1.193145608759384,2.5744025421213307e6
346,162.1955706765149,47.27720961035046,1.2591928018894507,2.5674298661435246e6
345,154.50622000421632,47.25358925758709,1.3254283129611133,2.5604574299475127e6
344,147.22988471299237,47.229905348174796,1.3918536741622174,2.553485243914641e6
343,140.35567008254998,47.20615757261225,1.4584704340277015,2.546513318516627e6
342,133.87247975456995,47.18234561928311,1.52528015765373,2.5395416643167753e6
341,127.76901128250506,47.158469174439205,1.5922844269150156,2.532570291971217e6
340,122.03375157571578,47.13452792218348,1.6594848406855092,2.5255992122301697e6
339,116.65497223522549,47.11052154445287,1.7268830150624388,2.51862843593922e6
338,111.62072477826334,47.086449721001074,1.7944805835941389,2.5116579740406177e6
337,106.91883574878943,47.062312129381105,1.8622791975107895,2.5046878375746044e6
336,102.53690171093808,47.03810844492783,1.9302805259594327,2.4977180376807507e6
335,98.46228412242823,47.01383834074033,1.9984862562421113,2.490748585599324e6
334,94.6821040847418,46.98950148766411,2.066898094058156,2.483779492672677e6
333,91.18323696690412,46.96509755427323,2.1355177637498763,2.4768107703466536e6
332,87.95230689951877,46.94062620685233,2.2043470085522965,2.469842430172024e6
331,84.97568113566015,46.916087109378424,2.273387590846963,2.4628744838059433e6
330,82.23946427514606,46.89147992350271,2.3426412924193665,2.4559069430134306e6
329,79.7294923485538,46.866804308532146,2.412109914720804,2.4489398196688714e6
328,77.4313267573065,46.84205992141098,2.4817952791340634,2.441973125757553e6
327,75.33024806599424,46.817246416702105,2.5516992272436396,2.4350068733772156e6
326,73.41124964303361,46.7923634465683,2.621823621109932,2.428041074739637e6
325,71.65903114561397,46.767410660753455,2.6921703435480504,2.4210757421722375e6
324,70.0579918447969,46.74238770656344,2.7627412984108175,2.414110888119717e6
323,68.59222378648587,46.7172942288471,2.8335384108765833,2.4071465251457174e6
322,67.24550478388743,46.69212986997704,2.9045636277414006,2.4001826659345096e6
321,66.00129123693654,46.66689426983023,2.9758189177159036,2.393219323292717e6
320,64.53321654832807,46.6415870657686,3.047306271727262,2.3862565101510584e6
319,62.983144471906286,46.61620789261942,3.119027703225556,2.379294239566129e6
318,61.506653253903494,46.59075638265571,3.190985248495357,2.3723325247222073e6
317,60.10079699826453,46.56523216557636,3.2631809669723624,2.3653713789330903e6
316,58.76256745304811,46.53963486848625,3.335616941565072,2.3584108156439685e6
315,57.48889251794074,46.51396411587629,3.408295278981621,2.3514508484333237e6
314,56.27663471353726,46.48821952960324,3.4812181100621165,2.3444914910148648e6
313,55.12258961133299,46.46240072886953,3.554387590116344,2.3375327572394945e6
312,54.02348422333724,46.43650733020295,3.6278058992668503,2.3305746610973137e6
311,52.975975350180335,46.410538947436166,3.701475242797683,2.3236172167196535e6
310,51.97664788655354,46.38449519168628,3.775397851509125,2.3166604383811513e6
309,51.02201308279874,46.358375671334144,3.849575982077829,2.3097043405018523e6
308,50.108506761407426,46.332179992003724,3.924011917423254,2.302748937649362e6
307,49.2324874871721,46.30590775654124,3.9987079670798167,2.295794244541018e6
306,48.31016586375101,46.279558564994296,4.073666467575635,2.2888402760461196e6
305,47.418840974792005,46.25313201459096,4.148889782817085,2.2818870471881796e6
304,46.55887260736653,46.22662769971865,4.224380304479934,2.2749345731472247e6
303,45.72918408779788,46.20004521190303,4.300140452407189,2.267982869262136e6
302,44.928673643406896,46.17338413978683,4.376172675013251,2.2610319510330297e6
301,44.15621376377151,46.146644069108575,4.45247944969502,2.254081834123677e6
300,43.410650544755235,46.1198245826812,4.52906328324978,2.2471325343639716e6
299,42.690803014802654,46.09292526037067,4.605926712300099,2.240184067752438e6
298,41.995462442984454,46.06594567907461,4.683072303726054,2.2332364504587897e6
297,41.32339162826285,46.03888541270066,4.760502655104587,2.226289698826525e6
296,40.67332416942883,46.01174403214501,4.838220395156046,2.2193438293755753e6
295,40.043963715138105,45.984521105270765,4.916228184198858,2.2123988588050012e6
294,39.43398319347206,45.95721619688633,4.994528714611261,2.205454803995735e6
293,38.81931391355969,45.92982886872371,5.0731247113014,2.198511682013371e6
292,38.220326368391696,45.90235867941686,5.1520189321850935,2.191569510111013e6
291,37.63823890769078,45.87480518447989,5.231214168671871,2.1846283057321664e6
290,37.07254904157557,45.84716793628544,5.310713246159358,2.1776880865136874e6
289,36.52274138492704,45.81944648404285,5.390519024535808,2.170748870288785e6
288,35.988287308909804,45.79164037377651,5.470634398691938,2.163810675090078e6
287,35.468644582615205,45.76374914830403,5.551062299040666,2.156873519152705e6
286,34.96325700451471,45.735772347214635,5.631805692046552,2.1499374209175017e6
285,34.47155402342203,45.707709506847394,5.7128675807638825,2.1430023990342226e6
284,33.992950348638985,45.67956016026958,5.794251005384346,2.1360684723648317e6
283,33.52684554895743,45.65132383725509,5.875959043794015,2.1291356599868564e6
282,33.072623640174406,45.62300006426283,5.957994812140082,2.1222039811967937e6
281,32.62493441532483,45.594588364415245,6.040361465407419,2.115273455513589e6
280,32.183093041433466,45.566088257476814,6.123062198005145,2.1083441026821793e6
279,31.751745823312607,45.537499259832785,6.2061002443634035,2.101415942677092e6
278,31.330621894088125,45.50882088446781,6.289478879540787,2.0944889957061305e6
277,30.91944273246682,45.48005264094485,6.373201419842015,2.087563282214112e6
276,30.51792194336889,45.45119403538405,6.457271223446756,2.080638822886684e6
275,30.125765032030834,45.422244570441876,6.541691691049474,2.0737156386542106e6
274,29.74266917137248,45.3932037452903,6.626466266510411,2.066793750695738e6
273,29.36832296241411,45.36407105559613,6.711598437517916,2.0598731804430254e6
272,29.002406187519558,45.33484599350059,6.797091736263041,2.0529539495846631e6
271,28.64458955624218,45.30552804759899,6.882949740125406,2.046036080070263e6
270,28.294534443532257,45.276116702920646,6.969176072371668,2.039119594114734e6
269,27.948999055319085,45.24661144090899,7.055774402866145,2.0322045142026332e6
268,27.60902848313231,45.21701173940193,7.142748448794309,2.02529086309261e6
267,27.276065365468213,45.18731707261239,7.230101975399081,2.0183786638219268e6
266,26.94994475041468,45.157526911109244,7.317838796730066,2.0114679397110783e6
265,26.630496549436273,45.12764072179837,7.405962776406586,2.0045587143684877e6
264,26.317545381315323,45.09765796790413,7.494477828394024,1.9976510116953056e6
263,26.010910411218173,45.067578108951125,7.583387917794361,1.9907448558902952e6
262,25.710405184726973,45.03740060074626,7.672697061650783,1.983840271454821e6
261,25.415837456669795,45.00712489536123,7.7624093297667764,1.9769372831979252e6
260,25.12700901457623,44.976750441115385,7.852528845540061,1.9700359162415152e6
259,24.843715496580046,44.946276682558945,7.943059786811567,1.963136196025644e6
258,24.564862463991155,44.91570306045673,8.034006386729692,1.9562381483139016e6
257,24.289673280983628,44.88502901177229,8.125372934630482,1.949341799198913e6
256,24.019521030412086,44.854253969652575,8.217163776933278,1.9424471751079413e6
255,23.754298590285515,44.82337736341303,8.309383318053325,1.9355543028086054e6
254,23.49389516078297,44.79239861852336,8.402036021330312,1.9286632094147145e6
253,23.23819614598163,44.76131715659376,8.49512640997436,1.921773922392216e6
252,22.987083031718132,44.730132395361785,8.588659068029132,1.914886469565263e6
251,22.740433259450775,44.698843748679906,8.682638641352233,1.9080008791224107e6
250,22.498120095982003,44.6674506265036,8.77706983861418,1.9011171796229258e6
249,22.26001249890174,44.63595243488036,8.8719574323151,1.894235400003239e6
248,22.02597497760095,44.6043485759392,8.967306259820402,1.8873555695835133e6
247,21.79497510588496,44.57263844788112,9.063121224415518,1.8804777180743609e6
246,21.56734003252125,44.54082144497033,9.159407296379944,1.873601875583684e6
245,21.34346084105887,44.508896957526304,9.25616951408105,1.8667280726236682e6
244,21.12326232163481,44.476864371916804,9.353412985088156,1.8598563401179085e6
243,20.90666642129023,44.444723070551724,9.45114288730728,1.8529867094086884e6
242,20.693592147306557,44.412472431878115,9.549364470136634,1.8461192122644095e6
241,20.483955467234114,44.38011183037606,9.648083055643852,1.8392538808871722e6
240,20.277669205496174,44.34764063655574,9.747304039764773,1.8323907479205164e6
239,20.074642936445176,44.315058216955606,9.847032893524485,1.825529846457319e6
238,19.874782873743154,44.282363934141785,9.947275164281333,1.8186712100478613e6
237,19.67759490880989,44.24955714670866,10.048036476993824,1.8118148727080638e6
236,19.48295983583841,44.21663720928082,10.1493225355111,1.8049608689278902e6
235,19.291260826531346,44.183603472516324,10.25113912388771,1.7981092336799346e6
234,19.102443491163637,44.15045528311146,10.353492107722547,1.7912600024281824e6
233,18.91645117317907,44.11719198380689,10.456387435523196,1.7844132111369602e6
232,18.733224867839198,44.08381291339549,10.55983114009547,1.7775688962800803e6
231,18.552703137967253,44.05031740673168,10.663829339959007,1.7707270948501672e6
230,18.374822026679286,44.01670479474255,10.768388240789449,1.763887844368194e6
229,18.19951496699116,43.98297440444071,10.873514136887385,1.7570511828932185e6
228,18.02671268818367,43.94912555893902,10.979213412675366,1.7502171490323262e6
227,17.855910912633203,43.91515757746727,11.085492544222134,1.7433857819507879e6
226,17.68738791055744,43.881069775390785,11.192358100796325,1.7365571213824372e6
225,17.521209584992796,43.84686146423128,11.299816746448649,1.7297312076402698e6
224,17.357334183114595,43.81253195168979,11.407875241624247,1.722908081627273e6
223,17.19571804080587,43.77808054167193,11.516540444804924,1.7160877848474903e6
222,17.036315510390757,43.743506534315586,11.625819314182673,1.709270359417326e6
221,16.87907888567823,43.70880922602103,11.735718909364184,1.7024558480770953e6
220,16.723958324211385,43.673987909483635,11.846246393107725,1.695644294202828e6
219,16.570901766615588,43.63904187372938,11.957409033092484,1.68883574181833e6
218,16.419629176446623,43.603970404153074,12.069214203721275,1.68203023560751e6
217,16.270185285701867,43.568772782559535,12.18166938795693,1.6752278209269762e6
216,16.122678634214893,43.533448287207904,12.294782179193465,1.6684285438189127e6
215,15.977076908956649,43.49799619285904,12.408560283162082,1.6616324510242387e6
214,15.83334616701886,43.462415770826325,12.523011519873231,1.6548395899960615e6
213,15.6914507707829,43.42670628902984,12.638143825594959,1.6480500089134239e6
212,15.551353320578226,43.39086701205425,12.753965254868373,1.6412637566953658e6
211,15.413014584730583,43.354897201210335,12.870483982560986,1.634480883015291e6
210,15.276393426896542,43.31879611460046,12.987708305958295,1.6277014383156598e6
209,15.14121857319641,43.28256300718812,13.105646646894892,1.6209254738230128e6
208,15.007664080416916,43.24619713087172,13.22430755392506,1.6141530415633267e6
207,14.87573191365183,43.2096977345627,13.343699704534071,1.6073841943777234e6
206,14.74539580362375,43.17306406426834,13.463831907390643,1.6006189859385274e6
205,14.616628029472222,43.13629536317917,13.584713104641535,1.5938574707656903e6
204,14.489399358155163,43.09939087176153,13.70635237424884,1.5870997042435869e6
203,14.363678981413742,43.06234982785513,13.828758932370253,1.5803457426381938e6
202,14.239434450199685,43.02517146677609,13.951942135784204,1.5735956431146578e6
201,14.116518414170036,42.98785502142544,14.075911484359318,1.566849463755269e6
200,13.994945667348123,42.95039972240357,14.200676623569581,1.5601072635778394e6
199,13.874768164381855,42.912804798130594,14.326247347056103,1.5533691025545113e6
198,13.755964714730853,42.87506947497307,14.452633599235817,1.5466350416309903e6
197,13.63851283680807,42.8371929773772,14.579845477958036,1.5399051427462255e6
196,13.52238870147783,42.799174528008884,14.707893237209662,1.5331794688525435e6
195,13.407567073199797,42.76101334790077,14.836787289869582,1.5264580839362494e6
194,13.294021248719448,42.72270865660667,14.966538210513264,1.5197410530387003e6
193,13.181620860319581,42.684259672363666,15.097156738268477,1.5130284422778764e6
192,13.070412504915723,42.64566561226203,15.228653779721752,1.5063203188704466e6
191,12.960414984577866,42.60692569242349,15.361040411878058,1.4996167511543536e6
190,12.851610494337173,42.56803912818811,15.49432788517286,1.4929178086119243e6
189,12.743980041127756,42.529005134309934,15.628527626538139,1.4862235618935227e6
188,12.637503389416734,42.48982292516202,15.763651242522904,1.479534082841758e6
187,12.532159004491428,42.45049171495107,15.899710522468645,1.4728494445162592e6
186,12.427895993011418,42.41101071794209,16.036717441740645,1.4661697212190358e6
185,12.324644721218112,42.3713791486934,16.174684165015933,1.4594949885204355e6
184,12.222467423119365,42.331596222302466,16.31362304962809,1.4528253232857143e6
183,12.121349488662338,42.291661154663004,16.453546648970047,1.4461608037022376e6
182,12.021275226787976,42.25157316273376,16.59446771595488,1.4395015093073256e6
181,11.922227813725302,42.211331464819324,16.736399206535825,1.4328475210167589e6
180,11.824189238986072,42.170935280863624,16.879354283285725,1.4261989211539612e6
179,11.727127054620977,42.13038383275655,17.02334631903617,1.4195557934798826e6
178,11.630967769806453,42.089676344654016,17.16838890057747,1.4129182232235887e6
177,11.53576718976986,42.04881204331236,17.31449583241924,1.406286297113587e6
